strategy,main_country,total_investment_kUSD,total_demand_kUSD,total_output_kUSD,total_jobs,jobs_per_M_investment,output_multiplier
Strategy_3026_BLZ,BLZ,1000.0,994.2857142857142,2769.542578406395,29.76995638916978,29.76995638916978,2.785459489776547
Strategy_3026_EGY,EGY,1000.0,1000.0,2611.38625005433,20.143864946883323,20.143864946883323,2.61138625005433
Strategy_3026_LBY,LBY,1000.0,998.5714285714286,4646.280225188345,35.03760206271572,35.03760206271572,4.652927264137112
Strategy_3026_MAR,MAR,1000.0,999.5238095238095,2514.999005676418,16.63705252533518,16.63705252533518,2.516197194816807
Strategy_3026_MEX,MEX,1000.0,997.8571428571428,2477.6093735105196,14.159555574040736,14.159555574040736,2.482929937662654
Strategy_3026_UGA,UGA,1000.0,994.2857142857143,2328.838186358699,125.57692344686816,125.57692344686816,2.342222313866508
Strategy_3027_BGR,BGR,1000.0,1000.0000000000001,2676.449520284188,27.749367483309875,27.749367483309875,2.6764495202841876
Strategy_3027_BLZ,BLZ,1000.0,1000.0,2258.676515896489,53.9105517839592,53.9105517839592,2.258676515896489
Strategy_3027_EGY,EGY,1000.0,1000.0,1753.8959628440473,42.74857698444066,42.74857698444066,1.7538959628440474
Strategy_3027_LBY,LBY,1000.0,1000.0,4308.154124286503,29.325349576164996,29.325349576164996,4.308154124286503
Strategy_3027_MAR,MAR,1000.0,999.9999999999999,2452.5074730390083,32.8858899594344,32.8858899594344,2.4525074730390086
Strategy_3027_MEX,MEX,1000.0,1000.0,2145.69016561591,18.46751847179503,18.46751847179503,2.14569016561591
Strategy_3027_UGA,UGA,1000.0,1000.0,1273.2414798009138,202.7515644206122,202.7515644206122,1.2732414798009137
Strategy_3028_BGR,BGR,1000.0,1000.0,2631.097158173732,27.47200272645503,27.47200272645503,2.6310971581737324
Strategy_3028_BLZ,BLZ,1000.0,986.3492063492064,2251.6993193268813,49.46143523924509,49.46143523924509,2.2828622001543857
Strategy_3028_EGY,EGY,1000.0,1000.0,1839.2575830232536,40.59620378019698,40.59620378019698,1.8392575830232536
Strategy_3028_LBY,LBY,1000.0,997.1428571428572,4071.659717481679,32.348329066685466,32.348329066685466,4.08332636423664
Strategy_3028_MAR,MAR,1000.0,999.047619047619,2424.7761193814445,31.832334150242428,31.832334150242428,2.42708763141136
Strategy_3028_MEX,MEX,1000.0,997.3809523809525,2172.016125337129,19.0676346041634,19.0676346041634,2.1777196768717926
Strategy_3028_UGA,UGA,1000.0,991.9047619047619,1413.8913903364921,184.73896297863632,184.73896297863632,1.4254305903536406
Strategy_3029_BGR,BGR,1000.0000000000003,988.2352941176468,2294.5770152113996,21.747310880873506,21.747310880873496,2.321893408249631
Strategy_3029_BLZ,BLZ,999.999999999999,948.571428571428,2225.3943470534955,27.47220247121475,27.47220247121478,2.3460482574359154
Strategy_3029_EGY,EGY,999.9999999999991,999.9999999999997,2338.9978067353104,23.390896617760486,23.390896617760507,2.338997806735311
Strategy_3029_LBY,LBY,1000.0000000000009,1000.0000000000006,2379.3779345798325,27.59204885383868,27.592048853838655,2.379377934579831
Strategy_3029_MAR,MAR,999.9999999999994,982.9411764705883,2282.3574273195927,24.53950599524253,24.539505995242543,2.3219674604687657
Strategy_3029_MEX,MEX,1000.0000000000007,964.5238095238101,2372.8539065760465,19.692507938319473,19.69250793831946,2.460129945104762
Strategy_3029_UGA,UGA,1000.0000000000001,994.2857142857142,1989.3329133739826,81.63218127163348,81.63218127163347,2.000765861151994
Strategy_3030_BGR,BGR,999.9999999999997,999.4117647058827,2433.452484265166,24.95749682652047,24.957496826520476,2.4348847694236495
Strategy_3030_BLZ,BLZ,999.9999999999997,938.3380018674137,2243.2141855036652,30.718149198277544,30.718149198277555,2.3906248932041327
Strategy_3030_EGY,EGY,999.9999999999997,1000.0000000000003,2202.604970407555,30.026322947221594,30.026322947221605,2.2026049704075543
Strategy_3030_LBY,LBY,999.9999999999997,985.0420168067228,3140.45118141708,40.78358775543373,40.78358775543374,3.1881393157194378
Strategy_3030_MAR,MAR,999.9999999999997,990.6022408963587,2299.2140291606834,25.74960696206077,25.749606962060778,2.3210264768634192
Strategy_3030_MEX,MEX,999.9999999999997,979.5238095238099,2264.8843354166274,20.51039168163577,20.510391681635777,2.312229997265394
Strategy_3030_UGA,UGA,999.9999999999997,957.6190476190477,1997.9148271565382,105.05109726544894,105.05109726544897,2.0863357220431276
Strategy_3035_BGR,BGR,1000.0000000000001,998.8235294117648,2715.860759808762,20.195032384768353,20.19503238476835,2.719059653518784
Strategy_3035_BLZ,BLZ,1000.0000000000002,956.5079365079367,2660.886959166389,26.404308077728924,26.404308077728917,2.78187650891939
Strategy_3035_EGY,EGY,1000.0000000000002,1000.0000000000001,2640.898461925068,28.29983277816461,28.299832778164603,2.640898461925068
Strategy_3035_LBY,LBY,1000.0000000000002,1000.0000000000002,4501.438570639247,32.76551822098841,32.765518220988405,4.5014385706392455
Strategy_3035_MAR,MAR,1000.0000000000001,998.2352941176473,2608.2799077393474,19.138980711081594,19.13898071108159,2.612890891665816
Strategy_3035_MEX,MEX,1000.0000000000002,996.6666666666667,2580.0983851326305,17.020823561867054,17.02082356186705,2.5887274767217026
Strategy_3035_UGA,UGA,1000.0000000000001,1000.0,2470.724502582533,168.4580473651307,168.45804736513068,2.470724502582533
Strategy_3036_BGR,BGR,1000.0,1000.0,2725.754719822711,20.67811525781585,20.67811525781585,2.725754719822711
Strategy_3036_BLZ,BLZ,1000.0,956.5079365079365,2654.727372232901,26.7245659283022,26.7245659283022,2.775436847837251
Strategy_3036_EGY,EGY,1000.0,1000.0000000000001,2622.177228705835,29.216559337993317,29.216559337993317,2.622177228705835
Strategy_3036_LBY,LBY,1000.0,998.5714285714288,4573.857958857349,34.40085899752929,34.40085899752929,4.5804013894136535
Strategy_3036_MAR,MAR,1000.0,999.5238095238095,2611.3133011545597,19.464595870444995,19.464595870444995,2.6125573760955576
Strategy_3036_MEX,MEX,1000.0,997.8571428571428,2567.005236250887,17.17468932703937,17.17468932703937,2.5725177743387557
Strategy_3036_UGA,UGA,1000.0,994.2857142857144,2466.4461627148316,170.24870724770776,170.24870724770776,2.480621140661468
Strategy_3039_BGR,BGR,1000.0,998.2352941176471,2635.9435434176726,18.321163157218884,18.321163157218884,2.640603431826779
Strategy_3039_BLZ,BLZ,1000.0,994.2857142857142,2746.179237600594,29.32968393402716,29.32968393402716,2.7619618768971494
Strategy_3039_EGY,EGY,1000.0,999.9999999999999,2615.47134932706,19.475388213674368,19.475388213674368,2.6154713493270605
Strategy_3039_LBY,LBY,1000.0,1000.0000000000001,4427.339497515167,32.98658096835112,32.98658096835112,4.427339497515167
Strategy_3039_MAR,MAR,1000.0,997.0588235294119,2496.224105714467,17.01094205196417,17.01094205196417,2.5035875986516776
Strategy_3039_MEX,MEX,1000.0,995.0000000000001,2479.886923572907,14.35249643383109,14.35249643383109,2.492348666907444
Strategy_3039_UGA,UGA,1000.0,999.9999999999999,2309.362441806069,120.46667164376092,120.46667164376092,2.309362441806069
Strategy_3040_BGR,BGR,1000.0,1000.0,2658.543344148515,18.926516799625134,18.926516799625134,2.6585433441485153
Strategy_3040_BLZ,BLZ,1000.0,992.063492063492,2744.000306850565,29.820596191042974,29.820596191042974,2.7659523093053693
Strategy_3040_EGY,EGY,1000.0,1000.0,2592.470917887499,20.493428408787327,20.493428408787327,2.592470917887499
Strategy_3040_LBY,LBY,1000.0,998.5714285714287,4573.95007778254,34.74157886394658,34.74157886394658,4.580493640125575
Strategy_3040_MAR,MAR,1000.0,999.5238095238096,2511.035959613794,16.991570519358728,16.991570519358728,2.512232260690313
Strategy_3040_MEX,MEX,1000.0,997.8571428571429,2474.112304181637,14.434755173669652,14.434755173669652,2.479425358521325
Strategy_3040_UGA,UGA,1000.0,994.2857142857143,2319.6559244918144,125.07699029160037,125.07699029160037,2.3329872803796983
Strategy_3041_BGR,BGR,1000.0000000000007,1000.0000000000005,2482.0473281270874,21.161997030444805,21.16199703044479,2.4820473281270865
Strategy_3041_BLZ,BLZ,1000.0000000000007,1000.0000000000007,2558.4077780339217,22.759484925917096,22.759484925917082,2.55840777803392
Strategy_3041_EGY,EGY,1000.0000000000007,1000.0000000000006,2390.7453565039277,23.299987552187265,23.29998755218725,2.3907453565039263
Strategy_3041_LBY,LBY,1000.0000000000007,1000.0000000000005,2839.950793975791,30.869108602192565,30.869108602192544,2.8399507939757895
Strategy_3041_MAR,MAR,1000.0000000000007,1000.0000000000005,2445.7492578362067,20.231772204480116,20.2317722044801,2.4457492578362054
Strategy_3041_MEX,MEX,1000.0000000000007,1000.0000000000005,2508.846713332887,18.62346536687577,18.62346536687576,2.508846713332886
Strategy_3041_UGA,UGA,1000.0000000000007,1000.0000000000006,2478.2176906701966,44.663865691361885,44.663865691361856,2.478217690670195
Strategy_3042_BGR,BGR,999.9999999999993,999.9999999999994,2554.9046172165554,22.17287307807464,22.172873078074655,2.554904617216557
Strategy_3042_BLZ,BLZ,999.9999999999993,986.3492063492058,2589.947677718982,25.735712949490377,25.735712949490395,2.625791820024074
Strategy_3042_EGY,EGY,999.9999999999993,999.9999999999995,2412.8760443014753,25.52943831627196,25.52943831627198,2.4128760443014765
Strategy_3042_LBY,LBY,999.9999999999993,997.1428571428567,3321.9221880541118,35.20910957441592,35.20910957441594,3.331440589739082
Strategy_3042_MAR,MAR,999.9999999999993,999.0476190476186,2475.1661647866367,21.516951755328293,21.516951755328307,2.477525713084814
Strategy_3042_MEX,MEX,999.9999999999993,999.0476190476187,2490.5092832457453,18.428646221275606,18.428646221275617,2.4928834579676202
Strategy_3042_UGA,UGA,999.9999999999993,995.2380952380947,2389.501728071505,77.59450005944953,77.59450005944959,2.400934750693858
Strategy_3043_BGR,BGR,1000.0,998.2352941176471,2635.9435434176726,18.321163157218884,18.321163157218884,2.640603431826779
Strategy_3043_BLZ,BLZ,1000.0,994.2857142857142,2746.179237600594,29.32968393402716,29.32968393402716,2.7619618768971494
Strategy_3043_EGY,EGY,1000.0,999.9999999999999,2615.47134932706,19.475388213674368,19.475388213674368,2.6154713493270605
Strategy_3043_LBY,LBY,1000.0,1000.0000000000001,4427.339497515167,32.98658096835112,32.98658096835112,4.427339497515167
Strategy_3043_MAR,MAR,1000.0,997.0588235294119,2496.224105714467,17.01094205196417,17.01094205196417,2.5035875986516776
Strategy_3043_MEX,MEX,1000.0,995.0000000000001,2479.886923572907,14.35249643383109,14.35249643383109,2.492348666907444
Strategy_3043_UGA,UGA,1000.0,999.9999999999999,2309.362441806069,120.46667164376092,120.46667164376092,2.309362441806069
Strategy_3044_BGR,BGR,1000.0,1000.0,2658.543344148515,18.926516799625134,18.926516799625134,2.6585433441485153
Strategy_3044_BLZ,BLZ,1000.0,992.063492063492,2744.000306850565,29.820596191042974,29.820596191042974,2.7659523093053693
Strategy_3044_EGY,EGY,1000.0,1000.0,2592.470917887499,20.493428408787327,20.493428408787327,2.592470917887499
Strategy_3044_LBY,LBY,1000.0,998.5714285714287,4573.95007778254,34.74157886394658,34.74157886394658,4.580493640125575
Strategy_3044_MAR,MAR,1000.0,999.5238095238096,2511.035959613794,16.991570519358728,16.991570519358728,2.512232260690313
Strategy_3044_MEX,MEX,1000.0,997.8571428571429,2474.112304181637,14.434755173669652,14.434755173669652,2.479425358521325
Strategy_3044_UGA,UGA,1000.0,994.2857142857143,2319.6559244918144,125.07699029160037,125.07699029160037,2.3329872803796983
Strategy_3059_BGR,BGR,1000.0,1000.0,2607.8895801446533,23.905289849068026,23.905289849068026,2.6078895801446533
Strategy_3059_BLZ,BLZ,1000.0,1000.0,2385.5428641502417,44.43138821447398,44.43138821447398,2.3855428641502416
Strategy_3059_EGY,EGY,1000.0,999.9999999999998,2035.4833936168966,33.55980937564231,33.55980937564231,2.035483393616897
Strategy_3059_LBY,LBY,1000.0,999.9999999999999,4263.149687843201,29.864702972612864,29.864702972612864,4.263149687843201
Strategy_3059_MAR,MAR,1000.0,990.0,2404.873262029524,26.10030048650542,26.10030048650542,2.4291649111409335
Strategy_3059_MEX,MEX,1000.0,990.0,2217.067953488531,16.784626227760203,16.784626227760203,2.2394625792813447
Strategy_3059_UGA,UGA,1000.0,1000.0,1652.8241533223063,165.37361307100508,165.37361307100508,1.6528241533223063
Strategy_3060_BGR,BGR,1000.0,999.9999999999998,2531.4220937765926,24.610486559085437,24.610486559085437,2.531422093776593
Strategy_3060_BLZ,BLZ,1000.0,972.6984126984127,2321.799100839681,37.983755935079664,37.983755935079664,2.386967091267949
Strategy_3060_EGY,EGY,1000.0,1000.0,2112.3427903951388,32.14148335912143,32.14148335912143,2.1123427903951386
Strategy_3060_LBY,LBY,1000.0,994.2857142857142,3722.556910259928,35.32155080134095,35.32155080134095,3.743950915491307
Strategy_3060_MAR,MAR,1000.0,990.5952380952378,2361.28824583481,26.197201880963053,26.197201880963053,2.3837064373287356
Strategy_3060_MEX,MEX,1000.0,983.9285714285713,2240.722063926726,18.647725151798397,18.647725151798397,2.277321879852934
Strategy_3060_UGA,UGA,1000.0,977.1428571428569,1808.8921388719036,136.41528216182496,136.41528216182496,1.8512054052782645
Strategy_3061_BGR,BGR,1000.0000000000008,991.7647058823535,2337.1437180921366,21.285139014317224,21.285139014317206,2.3565506054309786
Strategy_3061_BLZ,BLZ,999.9999999999991,965.7142857142853,2294.2283255211723,26.294918874273442,26.294918874273467,2.3756802187349426
Strategy_3061_EGY,EGY,1000.000000000001,1000.0000000000007,2335.0101315977417,23.148937039912234,23.14893703991221,2.3350101315977403
Strategy_3061_LBY,LBY,1000.0000000000008,1000.0000000000005,2471.9853586672366,27.987493195892434,27.98749319589241,2.4719853586672356
Strategy_3061_MAR,MAR,1000.0000000000001,988.2352941176468,2307.3408570596207,23.1437868221161,23.143786822116095,2.3348092005960455
Strategy_3061_MEX,MEX,999.9999999999989,974.523809523809,2398.8664845602393,19.518309034747805,19.518309034747826,2.4615781175550966
Strategy_3061_UGA,UGA,1000.0000000000008,994.2857142857149,2108.571990303963,71.24692595759394,71.24692595759389,2.120690220133295
Strategy_3062_BGR,BGR,1000.0000000000002,999.4117647058828,2468.7980090332126,24.39770440430268,24.397704404302672,2.4702510979143377
Strategy_3062_BLZ,BLZ,1000.0000000000002,946.274509803922,2311.776626083485,30.612917751981687,30.61291775198168,2.4430295882772004
Strategy_3062_EGY,EGY,1000.0000000000002,1000.0000000000006,2251.350842978058,29.61562519133381,29.615625191333802,2.2513508429780567
Strategy_3062_LBY,LBY,1000.0000000000002,986.4705882352944,3340.5523281127844,40.32741996100296,40.32741996100295,3.386367893733889
Strategy_3062_MAR,MAR,1000.0000000000002,993.5784313725494,2337.5502598226885,24.9288443031044,24.92884430310439,2.352658014721142
Strategy_3062_MEX,MEX,1000.0000000000002,985.8333333333336,2310.3537627886462,19.985108626304687,19.985108626304683,2.343554112718829
Strategy_3062_UGA,UGA,1000.0000000000002,966.666666666667,2052.2720978910074,109.20161960407611,109.20161960407609,2.1230401012665587
Strategy_4002_BGR,BGR,1000.0000000000005,991.7647058823535,2496.246205673043,21.83005195999663,21.83005195999662,2.516974228733197
Strategy_4002_BLZ,BLZ,1000.0000000000003,917.9831932773116,2362.2838315991035,26.86387067046965,26.86387067046964,2.573341046871962
Strategy_4002_EGY,EGY,999.9999999999994,999.9999999999994,2341.1471798142084,27.33994583475824,27.339945834758254,2.3411471798142096
Strategy_4002_LBY,LBY,1000.0000000000003,964.7058823529417,3262.6748344068965,31.735324386373776,31.73532438637376,3.3820409868851957
Strategy_4002_MAR,MAR,999.9999999999994,990.5882352941171,2390.075396698692,22.9451200785358,22.945120078535815,2.412783951536686
Strategy_4002_MEX,MEX,999.9999999999995,993.3333333333328,2431.222918142301,19.04812825544177,19.048128255441778,2.4475398504788277
Strategy_4002_UGA,UGA,999.9999999999995,999.9999999999995,2198.618069328074,104.64104134794891,104.64104134794896,2.198618069328075
Strategy_4003_BGR,BGR,1000.0,1000.0,2681.8933215826105,20.845500429113265,20.845500429113265,2.6818933215826104
Strategy_4003_BLZ,BLZ,1000.0,999.9999999999999,2657.5868633300042,36.515288492518046,36.515288492518046,2.6575868633300046
Strategy_4003_EGY,EGY,1000.0,999.9999999999999,2390.095539297424,25.908727382001334,25.908727382001334,2.390095539297424
Strategy_4003_LBY,LBY,1000.0,1000.0,4621.827359314558,32.63420072844159,32.63420072844159,4.621827359314557
Strategy_4003_MAR,MAR,1000.0,1000.0,2511.718679022003,20.643122722754207,20.643122722754207,2.511718679022003
Strategy_4003_MEX,MEX,1000.0,1000.0,2398.9495361547497,14.981563399884005,14.981563399884005,2.3989495361547495
Strategy_4003_UGA,UGA,1000.0,1000.0,2056.87410780293,147.86905132950758,147.86905132950758,2.0568741078029302
Strategy_4004_BGR,BGR,1000.0,1000.0,2676.6310797975107,20.88766784393535,20.88766784393535,2.676631079797511
Strategy_4004_BLZ,BLZ,1000.0,1000.0000000000001,2657.1879124201223,35.98107232972783,35.98107232972783,2.657187912420122
Strategy_4004_EGY,EGY,1000.0,999.9999999999999,2390.9450070226158,25.856286017707944,25.856286017707944,2.390945007022616
Strategy_4004_LBY,LBY,1000.0,999.9999999999999,4554.77446752842,32.61524958989447,32.61524958989447,4.5547744675284205
Strategy_4004_MAR,MAR,1000.0,999.9999999999998,2511.4912094250876,20.664365317570148,20.664365317570148,2.5114912094250883
Strategy_4004_MEX,MEX,1000.0,1000.0,2404.4120755423546,15.123911457072513,15.123911457072513,2.404412075542355
Strategy_4004_UGA,UGA,1000.0,999.9999999999998,2074.607483441051,143.96618389307235,143.96618389307235,2.0746074834410515
Strategy_4005_BGR,BGR,1000.0,1000.0,2681.8933215826105,20.845500429113265,20.845500429113265,2.6818933215826104
Strategy_4005_BLZ,BLZ,1000.0,999.9999999999999,2657.5868633300042,36.515288492518046,36.515288492518046,2.6575868633300046
Strategy_4005_EGY,EGY,1000.0,999.9999999999999,2390.095539297424,25.908727382001334,25.908727382001334,2.390095539297424
Strategy_4005_LBY,LBY,1000.0,1000.0,4621.827359314558,32.63420072844159,32.63420072844159,4.621827359314557
Strategy_4005_MAR,MAR,1000.0,1000.0,2511.718679022003,20.643122722754207,20.643122722754207,2.511718679022003
Strategy_4005_MEX,MEX,1000.0,1000.0,2398.9495361547497,14.981563399884005,14.981563399884005,2.3989495361547495
Strategy_4005_UGA,UGA,1000.0,1000.0,2056.87410780293,147.86905132950758,147.86905132950758,2.0568741078029302
Strategy_4006_BGR,BGR,1000.0,1000.0,2681.8933215826105,20.845500429113265,20.845500429113265,2.6818933215826104
Strategy_4006_BLZ,BLZ,1000.0,999.9999999999999,2657.5868633300042,36.515288492518046,36.515288492518046,2.6575868633300046
Strategy_4006_EGY,EGY,1000.0,999.9999999999999,2390.095539297424,25.908727382001334,25.908727382001334,2.390095539297424
Strategy_4006_LBY,LBY,1000.0,1000.0,4621.827359314558,32.63420072844159,32.63420072844159,4.621827359314557
Strategy_4006_MAR,MAR,1000.0,1000.0,2511.718679022003,20.643122722754207,20.643122722754207,2.511718679022003
Strategy_4006_MEX,MEX,1000.0,1000.0,2398.9495361547497,14.981563399884005,14.981563399884005,2.3989495361547495
Strategy_4006_UGA,UGA,1000.0,1000.0,2056.87410780293,147.86905132950758,147.86905132950758,2.0568741078029302
Strategy_4007_BGR,BGR,1000.0,1000.0,2681.8933215826105,20.845500429113265,20.845500429113265,2.6818933215826104
Strategy_4007_BLZ,BLZ,1000.0,999.9999999999999,2657.5868633300042,36.515288492518046,36.515288492518046,2.6575868633300046
Strategy_4007_EGY,EGY,1000.0,999.9999999999999,2390.095539297424,25.908727382001334,25.908727382001334,2.390095539297424
Strategy_4007_LBY,LBY,1000.0,1000.0,4621.827359314558,32.63420072844159,32.63420072844159,4.621827359314557
Strategy_4007_MAR,MAR,1000.0,1000.0,2511.718679022003,20.643122722754207,20.643122722754207,2.511718679022003
Strategy_4007_MEX,MEX,1000.0,1000.0,2398.9495361547497,14.981563399884005,14.981563399884005,2.3989495361547495
Strategy_4007_UGA,UGA,1000.0,1000.0,2056.87410780293,147.86905132950758,147.86905132950758,2.0568741078029302
